,Spectral Class,flux(U),flux(B),flux(V),flux(R),flux(I),flux(G),flux(J),flux(K)
3735,B,0,11.97,11.69,0,0,11.661733,10.972,10.875
3736,A,0,0,0,0,0,16.927156,15.895,0
3737,F,0,0,15.46,0,0,0,0,0
3738,B,10.96,11.21,10.59,0,0,10.371949,9.039,8.829
3739,K,0,10.11,9.04,0,0,8.764521,7.135,6.518
3740,F,0,0,12.94,0,0,12.833953,11.915,11.595
3741,K,0,11.0,9.7,0,0,9.28203,7.386,6.584
3742,G,0,16.5,0,0,0,15.551843,14.478,13.975
3743,O,0,0,0,0,0,0,0,0
3744,K,0,12.85,11.02,0,0,10.483577,8.264,7.304
3745,B,0,11.73,11.7,0,0,11.945548,11.342,11.269
3746,B,11.03,11.4,10.9,0,0,10.767107,9.714,9.601
3747,M,0,12.34,10.49,0,0,9.93756,7.769,6.784
3748,G,0,11.13,10.49,0,0,10.481236,9.647,9.323
3749,G,0,10.36,9.97,0,0,9.911458,8.996,8.739
3750,A,0,9.37,9.14,0,0,9.012491,8.318,8.248
3751,M,0,0,0,0,0,10.550672,7.364,6.03
3752,M,0,0,0,0,0,12.530222,10.035,8.816
3753,B,0,12.3,12.27,0,0,11.797887,10.423,10.016
3754,G,0,12.31,11.81,0,0,11.491716,10.335,9.97
3755,K,0,10.88,10.39,0,0,10.272018,0,0
3756,K,0,11.05,10.6,0,0,10.595909,9.873,9.657
3757,G,0,10.44,10.03,0,0,9.884254,9.116,8.849
3758,M,0,11.493,10.162,0,0,9.655483,7.645,6.749
3759,O,0,0,0,0,0,13.799285,7.784,4.938
3760,A,0,9.75,9.39,0,0,9.342005,0,0
3761,A,0,9.64,9.22,0,0,9.080292,8.152,7.96
3762,F,0,12.7,0,0,0,11.945293,10.945,10.69
3763,A,0,12.06,11.49,0,0,11.358227,10.34,10.11
3764,B,0,0,0,0,0,0,0,0
3765,K,0,13.227,12.161,10.85,11.044,11.829482,10.221,9.534
3766,A,0,0,14.6,0,0,14.564773,13.954,13.747
3767,M,0,11.52,10.07,0,0,9.063272,6.309,5.136
3768,A,0,10.0,0,0,0,11.466068,10.377,10.096
3769,O,0,0,0,0,0,0,0,10.595
3770,F,0,9.51,9.58,0,0,9.539068,9.598,9.681
3771,A,0,11.24,10.93,0,0,10.657008,9.693,9.476
3772,G,0,10.0,0,0,0,12.08848,10.669,10.236
3773,A,0,11.46,10.91,0,0,10.884005,9.998,9.816
3774,K,0,12.32,10.92,0,0,10.362161,8.058,7.256
3775,K,0,12.03,11.45,0,0,11.363752,10.325,9.903
3776,A,0,9.48,9.29,0,0,9.27908,8.925,8.874
3777,F,0,18.2,0,17.0,0,17.0185,16.34,15.61
3778,F,0,0,14.59,0,0,14.464871,13.692,13.475
3779,F,0,9.77,9.56,0,0,9.596556,9.352,9.299
3780,F,0,11.633,11.346,11.321,0,11.32012,10.706,10.543
3781,F,0,15.6,15.4,15.54,0,15.343237,14.82,14.7
3782,B,12.87,12.62,11.86,0,0,11.59662,10.28,9.861
3783,O,0,0,0,0,0,12.259127,6.545,4.167
3784,K,0,11.21,9.6,0,0,8.782755,6.212,5.137
3785,B,12.61,12.83,12.22,0,0,12.041322,10.808,10.555
3786,O,0,0,0,0,0,0,10.131,7.15
3787,M,0,11.1,9.64,0,0,9.041982,6.814,5.918
3788,F,0,10.03,9.7,0,0,9.791406,9.308,9.172
3789,F,0,0,13.19,0,0,13.017404,12.04,11.73
3790,G,0,12.37,12.02,0,0,11.526853,10.245,9.853
3791,A,0,12.07,11.71,0,0,11.57013,10.631,10.435
3792,B,11.76,12.06,11.31,0,0,10.966666,9.585,9.256
3793,O,0,0,0,0,0,0,0,12.758
3794,B,0,12.17,11.64,0,0,11.470174,10.405,10.105
3795,M,0,0,13.3,0,0,13.22226,10.892,10.223
3796,G,0,11.83,11.18,0,0,11.352699,10.35,10.046
3797,G,0,11.66,10.68,0,0,10.318527,8.705,8.127
3798,G,0,10.87,10.42,0,0,10.418288,9.717,9.478
3799,A,0,0,11.9,0,0,13.207631,12.144,11.851
3800,G,0,12.28,10.87,0,0,10.387483,8.281,7.536
3801,M,0,17.26,0,14.54,0,14.812074,12.106,11.003
3802,M,0,12.3,11.5,0,0,11.315557,9.892,9.489
3803,B,0,12.36,11.43,11.21,0,11.160762,8.974,8.215
3804,M,0,0,0,0,0,19.039663,15.005,13.791
3805,G,0,12.66,11.66,0,0,10.957048,8.939,8.132
3806,M,0,0,11.33,16.06,0,12.332177,8.09,6.885
3807,K,0,11.81,10.73,0,0,10.3223,8.533,7.801
3808,B,0,11.36,10.79,10.9,0,10.84137,9.771,9.551
3809,G,0,12.55,11.59,11.39,0,11.29047,9.815,9.294
3810,M,0,0,0,0,0,16.846136,15.039,14.209
3811,A,0,10.33,9.81,0,0,9.600053,8.378,8.126
3812,A,0,10.33,10.1,0,0,10.183057,9.809,9.699
3813,K,0,10.36,8.96,0,0,8.478557,6.417,5.527
3814,B,0,16.77,16.43,16.12,0,16.499737,16.14,15.83
3815,B,0,10.58,10.12,0,0,9.987108,9.055,8.881
3816,F,0,9.89,9.64,0,0,9.566358,9.006,8.862
3817,B,0,12.4,0,0,0,11.853325,10.699,10.42
3818,G,0,11.18,9.68,0,0,9.188245,7.122,6.318
3819,A,0,9.25,9.09,0,0,9.040294,8.623,8.585
3820,A,0,10.0,0,0,0,0,9.539,9.046
3821,F,0,16.1,15.57,15.58,0,15.478226,14.59,14.23
3822,M,0,11.68,10.13,0,0,9.395966,7.084,6.08
3823,A,0,9.3,9.01,0,0,9.01562,8.486,8.341
3824,K,0,11.16,10.22,0,0,9.943522,8.616,8.097
3825,G,0,17.53,17.34,0,0,16.935667,15.86,15.83
3826,B,0,12.49,11.98,0,0,11.885432,10.689,10.449
3827,G,0,0,0,0,0,0,0,0
3828,K,0,11.78,10.4,0,0,9.390136,6.669,5.541
3829,O,0,0,0,0,0,12.397389,6.963,5.141
3830,A,0,9.16,9.05,0,0,9.035168,0,0
3831,K,0,11.92,10.17,0,0,9.20348,6.545,5.436
3832,F,0,0,14.57,0,0,14.357403,13.454,13.109
3833,K,0,12.11,10.58,0,0,10.419604,0,0
3834,F,0,0,0,0,0,0,0,0
3835,K,0,10.0,9.0,0,0,8.732854,7.22,6.616
3836,B,11.47,11.97,11.61,11.8,0,11.670532,10.93,10.8
3837,M,0,0,0,0,0,12.566113,10.162,9.135
3838,M,0,10.9,8.95,0,0,7.820224,4.955,3.865
3839,O,0,0,0,0,0,19.422564,11.548,7.185
3840,G,0,0,0,8.8,0,9.038758,7.972,7.59
3841,G,0,10.544,10.0,0,0,9.872957,9.019,8.638
3842,A,0,11.85,11.6,0,0,11.244973,10.22,9.944
3843,M,0,0,13.706,0,0,12.621706,9.807,8.732
3844,B,0,11.76,11.19,0,0,11.184646,9.947,9.65
3845,A,0,9.56,9.22,0,0,9.222959,8.687,8.579
3846,G,0,11.91,11.29,0,0,11.053143,9.974,9.574
3847,O,0,0,0,0,0,14.254953,7.259,5.261
3848,B,0,11.5,10.97,0,0,10.745421,9.619,9.348
3849,O,0,0,0,0,0,16.99923,8.772,6.283
3850,M,0,14.77,12.43,12.03,0,10.359113,6.472,4.9
3851,M,0,12.22,11.28,0,0,11.250388,8.681,7.673
3852,K,0,17.885,16.618,0,13.149,14.956748,11.492,9.698
3853,A,0,10.62,10.28,0,0,0,9.321,9.093
3854,M,0,11.59,9.97,0,0,9.275125,6.807,5.786
3855,B,0,12.32,11.98,0,0,12.157651,11.436,11.36
3856,A,0,10.97,10.42,10.25,0,10.262375,9.256,8.981
3857,A,0,9.89,9.89,0,0,9.881296,9.704,9.673
3858,F,0,9.09,8.76,0,0,8.694327,8.008,7.818
3859,K,0,11.41,10.57,0,0,10.143044,8.198,7.503
3860,G,0,10.66,10.1,0,0,9.961329,9.048,8.78
3861,K,0,10.97,10.0,0,0,9.629,8.147,7.574
3862,B,0,10.18,9.66,0,0,9.465727,0,0
3863,M,0,12.146,10.514,9.99,0,9.786717,7.359,6.358
3864,F,0,10.0,0,0,0,12.080822,11.272,11.148
3865,A,0,9.79,9.57,0,0,9.548863,9.094,9.06
3866,M,0,17.71,0,14.95,0,14.958261,12.074,10.877
3867,F,0,0,16.38,0,0,16.25447,15.294,15.177
3868,O,0,0,0,0,0,19.343334,0,11.289
3869,G,0,12.09,11.21,0,0,10.997268,9.64,8.993
3870,O,0,0,0,0,0,12.531203,6.741,4.908
3871,O,0,0,0,0,0,15.396617,9.873,6.905
3872,G,0,9.77,9.17,0,0,9.026358,8.018,7.688
3873,M,0,19.0,0,0,0,15.841134,13.007,12.121
3874,A,0,14.05,14.21,14.43,0,14.182139,14.54,14.68
3875,B,0,13.32,12.39,12.19,0,12.063121,10.461,10.145
3876,M,0,11.1,10.11,0,0,9.757164,8.115,7.442
3877,G,0,17.5,0,0,0,16.688873,15.611,15.246
3878,B,0,12.6,0,0,0,12.135469,11.402,11.285
3879,M,0,11.95,10.49,0,0,9.748562,7.513,6.567
3880,A,0,10.84,10.48,0,0,10.227412,9.445,9.258
3881,B,0,10.63,10.28,0,0,10.18759,9.289,9.096
3882,K,0,12.79,11.49,0,0,11.308325,9.474,8.69
3883,F,0,9.56,9.2,0,0,9.137337,8.462,8.295
3884,A,0,9.89,9.57,0,0,9.585501,9.074,8.998
3885,G,0,11.56,10.48,0,0,10.112327,8.408,7.766
3886,G,0,9.66,9.11,0,0,8.894197,7.807,7.493
3887,M,0,16.76,15.28,14.75,0,14.160571,11.513,10.652
3888,F,0,11.2,10.14,0,0,9.892893,8.468,7.911
3889,K,0,9.8,9.05,0,0,8.865448,7.721,7.344
3890,A,0,9.55,9.3,0,0,9.170128,8.51,8.385
3891,K,0,11.67,10.5,0,0,10.057168,8.061,7.31
3892,A,0,14.43,13.97,14.04,0,13.868239,13.147,12.87
3893,A,0,11.73,11.9,0,0,11.508735,10.885,10.735
3894,O,0,0,0,0,0,19.940542,10.937,6.196
3895,K,0,0,17.94,0,0,0,0,0
3896,K,0,9.8,8.55,0,0,8.160225,6.327,5.53
3897,O,0,0,0,0,0,15.260143,8.291,6.025
3898,G,0,9.78,9.47,0,0,9.450681,8.822,8.682
3899,G,0,16.43,15.78,15.98,0,15.5818,14.41,14.0
3900,M,0,16.003,13.357,0,0,11.175027,0,0
3901,O,0,0,0,0,0,13.107584,5.083,3.11
3902,G,0,11.57,11.18,0,0,10.962327,9.963,9.617
3903,G,0,11.51,10.45,0,0,10.071888,8.398,7.739
3904,G,0,12.01,11.03,0,0,10.759331,0,0
3905,B,0,11.43,11.08,0,0,11.033046,10.296,10.176
3906,B,10.77,11.2,10.7,0,0,10.31548,9.026,8.448
3907,K,0,10.93,9.46,0,0,8.993271,6.969,6.12
3908,O,0,0,0,0,0,0,15.143,0
3909,M,0,0,0,12.87,0,11.458873,7.494,5.891
3910,B,12.25,12.47,11.84,0,0,11.677596,10.542,10.263
3911,F,0,13.0,0,0,0,11.960368,10.783,10.401
3912,O,0,0,0,0,0,0,0,12.403
3913,G,0,11.36,10.66,0,0,10.456244,9.389,9.061
3914,M,0,11.91,10.61,0,0,10.030194,7.911,6.924
3915,O,0,0,0,0,0,12.141812,6.255,4.245
3916,B,11.45,11.06,10.16,0,0,9.475267,7.117,6.029
3917,B,0,11.76,11.03,0,0,10.783246,9.343,9.02
3918,K,0,0,0,0,0,12.867731,10.095,9.287
3919,F,0,9.75,9.46,0,0,9.365234,8.772,8.628
3920,O,0,0,0,0,0,0,0,0
3921,A,0,10.42,10.25,0,0,10.027358,9.344,9.139
3922,F,0,11.29,10.8,0,0,10.927945,10.069,9.813
3923,F,0,11.33,10.68,0,0,10.641236,9.699,9.377
3924,K,0,11.5,10.74,0,0,10.043067,8.338,7.605
3925,G,0,11.89,11.12,10.93,0,10.964035,9.684,9.192
3926,B,0,12.47,11.99,11.96,0,11.882833,10.95,10.753
3927,O,0,0,0,0,0,0,12.716,7.173
3928,K,0,12.29,10.94,0,0,10.438505,8.129,7.266
3929,O,0,0,0,0,0,18.383438,8.686,5.86
3930,G,9.62,9.54,9.05,0,0,8.929297,8.098,7.862
3931,O,0,0,0,0,0,13.973256,0,4.685
3932,O,0,0,0,0,0,0,0,13.152
3933,M,0,0,0,0,0,0,0,0
3934,A,0,11.57,11.17,0,0,11.080665,10.233,10.066
3935,M,0,0,0,0,0,16.492392,13.254,11.187
3936,B,0,13.29,12.47,12.22,0,12.179683,10.551,10.183
3937,B,0,12.01,11.38,0,0,11.566348,10.579,10.14
3938,B,0,10.61,10.58,0,0,10.23781,9.644,9.542
3939,B,10.34,10.92,10.7,0,0,10.627773,10.24,10.208
3940,F,0,9.4,8.89,0,0,8.800661,7.967,7.719
3941,B,0,12.15,12.75,0,0,12.226365,12.736,12.875
3942,M,0,14.73,12.09,11.19,0,9.309771,5.47,3.66
3943,O,0,0,0,0,0,20.451681,11.94,5.506
3944,M,0,0,0,0,0,12.32553,9.475,8.224
3945,M,0,12.08,10.8,0,0,9.81023,7.15,6.079
3946,B,0,10.64,10.22,0,0,10.062404,9.123,8.979
3947,G,0,9.86,9.19,0,0,9.021791,7.894,7.524
3948,F,0,9.93,9.7,0,0,9.674141,9.293,9.194
3949,O,0,0,0,0,0,0,0,8.007
3950,K,0,11.22,10.14,0,0,9.88075,8.338,7.703
3951,K,0,11.85,10.88,0,0,10.526837,9.012,8.402
3952,O,0,0,0,0,0,0,16.218,11.963
3953,F,0,0,13.76,0,0,13.680839,12.955,12.693
3954,F,0,18.5,0,0,0,17.01302,16.004,0
3955,G,0,11.57,10.14,0,0,9.56883,7.356,6.424
3956,M,0,10.86,9.32,0,0,8.70834,6.417,5.432
3957,A,0,12.23,12.3,0,0,11.698,10.568,10.469
3958,K,0,10.0,0,0,0,0,0,0
3959,A,0,9.57,9.46,0,0,9.457994,9.201,9.161
3960,G,0,10.49,9.72,0,0,9.585165,8.464,8.042
3961,O,0,0,0,0,0,14.491887,7.675,4.827
3962,A,0,9.19,8.46,0,0,8.09826,6.365,5.659
3963,F,0,11.53,11.05,0,0,10.90622,9.437,9.042
3964,M,0,20.328,18.953,0,0,17.50942,14.396,13.424
3965,G,0,19.1,0,0,0,0,0,0
3966,G,0,11.4,10.91,0,0,10.684484,9.682,9.394
3967,G,0,0,11.7,0,0,0,0,0
3968,B,0,11.26,10.51,10.44,0,10.340601,9.113,8.887
3969,F,0,17.8,0,17.9,0,17.980358,0,0
3970,M,0,22.34,20.33,0,0,18.396471,15.13,14.19
3971,A,0,8.65,8.67,0,0,8.680937,8.68,8.735
3972,G,0,11.84,11.03,0,0,10.78709,9.435,8.966
3973,M,0,12.62,10.6,0,0,9.970036,7.446,6.407
3974,B,11.71,12.19,11.74,0,0,11.573634,10.556,10.382
3975,G,0,10.04,9.5,0,0,9.47831,8.615,8.331
3976,K,0,11.45,10.03,0,0,9.444921,7.244,6.265
3977,A,0,11.92,11.46,0,0,11.479538,10.467,10.249
3978,G,0,11.23,9.75,0,0,9.215167,7.092,6.245
3979,M,0,0,0,0,0,0,0,0
3980,M,0,12.59,11.44,0,0,9.783214,6.516,5.346
3981,A,0,9.93,9.72,0,0,9.752423,9.417,9.344
3982,F,0,12.09,11.74,0,0,11.825733,11.046,10.892
3983,B,0,10.8,10.55,0,0,10.41812,9.595,9.168
3984,M,0,17.7,0,14.98,0,14.85831,11.757,10.557
3985,G,0,9.8,9.23,0,0,9.065582,8.065,7.77
3986,F,0,10.32,10.0,0,0,9.85006,0,0
3987,O,10.1,10.06,9.53,0,0,9.269609,7.995,7.656
3988,G,0,18.9,0,0,0,0,0,0
3989,A,0,11.85,11.26,0,0,11.170922,10.002,9.715
3990,K,0,11.67,10.73,0,0,10.368797,8.893,8.318
3991,F,0,9.23,8.9,0,0,8.83123,8.104,7.912
3992,O,0,0,0,0,0,0,0,12.819
3993,B,0,10.89,10.53,0,0,10.406705,9.49,9.301
3994,G,0,0,0,0,0,0,0,0
3995,F,18.507,16.73,15.01,0,13.04,14.180671,11.53,10.551
3996,F,0,11.19,10.71,0,0,10.653343,9.762,9.476
3997,B,0,10.53,9.85,0,0,9.640769,8.278,7.908
3998,B,0,11.1,10.74,0,0,10.872585,10.381,10.317
3999,A,0,9.35,9.11,0,0,9.080669,8.522,8.361
4000,A,0,11.45,10.9,0,0,11.072584,10.299,10.076
4001,B,0,12.5,0,0,0,12.304037,11.532,11.401
4002,G,0,10.65,10.04,0,0,9.870685,8.814,8.399
4003,G,0,10.9,10.45,0,0,10.217661,9.329,9.06
4004,A,0,11.6,11.33,0,0,11.237603,10.566,10.461
4005,F,0,0,13.02,0,0,0,0,0
4006,F,0,0,14.27,0,0,14.098198,13.222,12.899
4007,B,0,11.45,10.48,0,0,10.001257,7.89,7.338
4008,G,0,12.19,12.48,0,0,11.374068,10.267,9.879
4009,B,0,10.3,9.98,0,0,9.900394,9.095,8.937
4010,M,0,10.9,9.28,0,0,8.603139,6.231,5.187
4011,A,0,8.98,9.01,0,0,8.966395,8.966,8.965
4012,F,0,9.33,8.92,0,0,8.906538,8.225,8.047
4013,K,0,12.05,11.08,0,0,10.650622,8.9,8.225
4014,A,0,11.71,11.74,0,0,11.428,10.727,10.568
4015,B,0,10.25,9.99,0,0,9.910206,9.229,9.103
4016,O,0,0,0,0,0,14.215731,7.464,4.759
4017,B,0,10.29,9.74,0,0,9.473729,8.258,8.019
4018,M,0,14.73,12.34,11.7,0,10.609712,6.954,5.472
4019,K,0,11.19,10.65,0,0,10.416878,9.433,9.082
4020,O,0,0,0,0,0,14.463797,7.472,5.067
4021,A,0,9.75,9.58,0,0,9.521193,9.086,8.986
4022,K,0,11.03,10.36,0,0,10.15177,8.901,8.418
4023,A,0,11.49,11.18,11.02,0,11.227893,10.192,9.887
4024,F,0,12.34,11.48,0,0,11.052014,9.751,9.381
4025,K,0,12.12,9.93,0,0,8.220754,5.022,3.481
4026,F,0,17.008,16.791,0,0,16.537685,15.698,15.358
4027,G,0,12.24,11.62,11.25,0,0,9.858,9.388
4028,G,0,9.96,9.49,0,0,9.399601,8.568,8.327
4029,M,0,0,0,0,0,0,0,0
4030,O,0,0,0,0,0,19.973396,9.881,5.269
4031,F,0,11.98,12.09,0,0,11.412988,10.55,10.232
4032,B,0,12.57,11.86,0,0,11.858316,10.641,10.465
4033,A,0,10.0,0,0,0,10.78942,9.306,8.959
4034,O,0,0,0,0,0,0,19.772,11.074
4035,G,0,12.37,11.24,0,0,10.793333,8.862,8.021
4036,M,0,11.24,9.59,0,0,8.742677,6.09,4.951
4037,B,0,9.66,9.57,0,0,9.431146,9.004,8.99
4038,O,0,0,0,0,0,14.279748,7.621,5.184
4039,B,0,11.47,10.91,0,0,10.78503,9.556,9.319
4040,B,0,12.46,12.22,0,11.58,11.70539,10.536,10.123
4041,A,0,12.0,11.47,0,0,11.447328,10.607,10.403
4042,O,0,0,0,0,0,16.0258,10.518,7.111
4043,O,0,0,0,0,0,0,12.154,6.472
4044,B,0,13.01,12.3,0,0,12.071939,10.759,10.586
4045,M,0,0,0,0,0,12.348096,8.944,7.834
4046,A,0,8.33,8.28,0,0,8.253423,7.998,8.004
4047,K,0,11.21,9.61,0,0,9.162673,7.117,6.236
4048,M,0,8.74,7.22,0,0,6.162012,3.287,2.175
4049,K,0,13.12,11.53,0,0,11.321822,9.805,9.348
4050,G,0,9.36,8.41,0,0,8.198885,6.852,6.338
4051,A,0,12.57,12.36,0,0,12.712219,12.103,11.883
4052,K,0,10.46,9.23,0,0,8.902173,7.213,6.53
4053,O,0,0,0,0,0,15.210028,7.503,5.012
4054,B,11.38,11.84,11.48,0,0,11.347055,10.618,10.332
4055,F,0,9.32,8.98,0,0,8.90344,0,0
4056,K,0,12.73,11.37,0,0,11.061852,9.037,8.276
4057,F,0,0,14.52,0,0,14.391533,13.51,13.191
4058,B,0,12.6,12.01,0,0,11.757166,10.673,10.463
4059,A,0,10.76,10.22,0,0,10.16177,9.246,9.018
4060,M,0,0,0,15.1,0,12.563448,7.885,6.364
4061,B,0,0,13.3,0,0,13.133739,12.944,12.96
4062,O,0,0,0,0,0,0,15.104,12.368
4063,G,0,11.2,10.6,0,0,10.433385,9.461,9.123
4064,B,0,13.0,0,0,0,12.86606,11.62,11.376
4065,K,0,11.06,10.07,0,0,9.731515,8.237,7.68
4066,A,9.62,9.5,9.15,0,0,9.092187,8.484,8.34
4067,F,0,0,15.9,0,0,15.78478,14.957,14.521
4068,O,0,0,0,0,0,19.084414,9.911,6.05
4069,B,0,11.47,10.73,0,0,10.151066,8.219,7.723
4070,K,0,12.38,11.22,0,0,10.653501,8.495,7.685
4071,B,11.99,12.47,11.82,0,0,11.570912,10.556,10.377
4072,G,0,10.176,9.645,0,8.972,9.493932,8.511,8.214
4073,B,0,11.41,11.07,0,0,10.754802,9.861,9.701
4074,K,0,0,0,0,0,0,0,0
4075,K,0,11.78,10.7,0,0,10.559484,8.875,8.166
4076,M,0,11.35,9.78,0,0,9.094902,6.795,5.765
4077,O,0,0,0,0,0,13.795468,7.422,4.946
4078,O,0,0,0,0,0,0,0,11.171
4079,O,0,0,0,0,0,12.423786,5.367,3.71
4080,O,0,0,0,0,0,0,9.32,5.449
4081,A,0,12.06,11.61,0,0,11.43403,10.198,9.926
4082,A,0,11.96,11.85,0,0,11.111877,9.659,9.339
4083,M,0,12.52,10.34,0,0,9.797232,7.355,6.321
4084,B,0,0,0,0,0,0,0,0
4085,A,0,9.44,9.19,0,0,9.195269,8.793,8.716
4086,M,0,13.38,12.52,12.25,0,10.718173,7.3,6.115
4087,F,0,0,13.74,0,0,13.570088,12.615,12.261
4088,O,0,0,0,0,0,0,0,13.103
4089,F,0,11.81,11.06,0,0,11.079658,9.77,9.422
4090,A,0,9.09,9.05,0,0,9.026943,8.924,8.969
4091,G,0,11.04,10.61,0,0,10.318916,9.366,9.038
4092,F,0,12.08,11.36,0,0,10.950496,9.483,9.026
4093,M,0,11.94,10.43,0,0,9.775233,7.543,6.571
4094,K,0,11.08,10.11,0,0,9.920085,8.564,8.047
4095,F,0,0,13.34,0,0,13.282986,12.762,12.608
4096,G,0,13.15,11.7,0,0,11.625522,10.254,9.691
4097,B,0,0,13.4,0,0,13.099343,12.407,12.271
4098,B,0,11.7,11.62,0,0,11.245725,0,0
4099,K,0,10.8,9.54,0,0,9.243027,7.437,6.742
4100,M,0,12.28,10.37,9.98,0,9.855985,7.57,6.537
4101,K,0,10.05,8.71,0,0,8.261489,6.321,5.47
4102,K,0,11.82,10.83,0,0,10.531295,8.94,8.352
4103,A,0,13.35,13.06,0,0,12.883962,11.988,11.774
4104,O,0,0,0,0,0,14.72577,7.389,4.956
4105,B,10.94,11.11,10.7,0,0,10.370372,9.045,8.813
4106,O,0,0,0,0,0,18.031385,8.655,4.945
4107,A,0,0,13.6,0,0,13.513122,12.782,12.575
4108,O,0,0,0,0,0,12.224352,5.939,4.042
4109,M,0,15.6,13.49,12.28,0,10.145449,5.57,4.12
4110,B,0,12.67,11.88,0,0,10.639598,9.115,8.457
4111,M,0,11.9,10.55,0,0,7.987738,3.826,2.304
4112,B,0,0,12.2,0,0,12.066284,10.71,10.448
4113,B,0,12.46,11.95,0,0,11.723956,10.316,9.964
4114,G,0,11.62,10.77,0,0,10.640715,9.356,8.826
4115,G,0,0,0,0,0,0,0,0
4116,K,0,10.81,9.77,0,0,9.622101,8.235,7.664
4117,M,0,11.28,9.75,0,0,8.946808,6.485,5.384
4118,M,0,12.45,9.9,0,0,9.180473,6.321,5.139
4119,M,0,17.25,15.75,15.32,0,14.975472,12.73,12.02
4120,M,0,0,0,12.65,0,12.32042,6.274,4.512
4121,B,0,0,0,0,0,0,0,0
4122,G,0,10.82,10.32,0,0,10.195583,9.321,9.0
4123,M,0,12.09,10.32,0,0,9.219307,0,0
4124,K,0,0,0,8.7,0,8.996901,7.708,7.297
4125,K,0,11.22,10.01,0,0,9.79974,8.159,7.462
4126,F,0,18.0,0,0,0,0,0,0
4127,G,0,9.41,8.96,0,0,8.826318,7.972,7.753
4128,O,0,0,0,0,0,13.264944,6.921,4.833
4129,A,0,9.2,8.86,0,0,8.791848,8.216,8.051
4130,M,0,0,0,0,0,0,0,0
4131,F,0,0,0,0,0,11.157831,9.075,8.443
4132,B,0,11.78,11.36,0,0,11.219699,10.09,9.829
4133,K,0,0,0,0,0,0,0,0
4134,K,0,0,0,0,0,0,0,0
4135,O,0,0,0,0,0,14.979473,7.956,5.13
4136,G,0,9.87,9.32,0,0,9.199723,8.29,7.946
4137,A,0,9.45,9.44,0,0,9.409711,9.228,9.202
4138,O,0,0,0,0,0,0,0,8.963
4139,O,0,0,0,0,16.323,17.605757,11.396,7.929
4140,B,0,10.9,10.21,0,0,9.94274,8.416,8.081
4141,A,0,9.38,9.27,0,0,9.231094,8.963,8.907
4142,F,0,11.54,11.21,0,0,10.836146,9.725,9.39
4143,B,9.77,10.62,10.44,10.55,0,0,10.146,10.217
4144,G,0,11.72,11.13,0,0,11.006386,10.011,9.759
4145,B,0,10.44,10.32,0,0,10.315114,10.067,10.047
4146,G,0,10.21,9.84,0,0,9.858459,0,0
4147,O,0,0,0,0,0,0,0,8.009
4148,A,0,10.91,9.9,11.01,0,10.881305,9.973,9.76
4149,M,0,0,0,0,0,12.752468,9.962,9.141
4150,K,0,10.22,9.28,0,0,9.062511,7.667,7.122
4151,B,12.04,12.08,11.59,0,0,11.549619,10.41,10.204
4152,G,0,13.21,12.5,0,0,12.021328,10.491,10.04
4153,A,0,10.61,10.41,0,0,10.630873,9.676,9.558
4154,B,0,11.93,11.68,0,0,11.321,10.069,9.855
4155,F,0,10.72,10.28,0,0,10.155366,9.442,9.173
4156,G,0,10.68,9.69,0,0,9.436003,7.963,7.339
4157,A,0,9.1,8.9,0,0,8.821474,8.187,8.077
4158,F,0,12.18,11.91,0,0,11.20778,9.721,9.372
4159,G,0,12.15,11.88,0,0,11.344811,10.435,10.162
4160,K,0,11.28,10.02,0,0,9.499233,7.49,6.673
4161,A,0,12.04,12.14,0,0,11.743955,11.192,11.049
4162,G,0,9.78,8.86,0,0,8.626572,7.168,6.582
4163,B,0,0,12.1,0,0,11.661077,9.53,8.738
4164,G,0,0,10.87,0,0,0,0,0
4165,M,0,0,0,0,0,0,0,0
4166,F,0,9.53,8.91,0,0,8.667506,7.272,6.917
4167,G,0,10.28,9.45,0,0,9.226818,7.862,7.306
4168,G,0,9.74,8.84,0,0,8.659013,7.298,6.746
4169,B,0,10.79,10.9,0,0,10.73365,10.579,10.671
4170,G,0,0,0,0,0,17.234943,16.188,15.32
4171,F,0,10.56,9.01,0,0,8.431551,6.269,5.36
4172,B,0,0,12.8,0,0,12.685167,11.957,11.764
4173,K,0,12.12,11.84,0,0,11.424947,10.225,9.869
4174,B,9.39,10.65,10.31,0,0,10.193626,9.431,9.219
4175,F,0,0,14.7,0,0,14.637994,13.918,13.622
4176,K,0,11.36,10.22,0,0,9.898582,8.243,7.567
4177,F,0,19.8,0,0,0,0,16.641,0
4178,B,0,12.32,11.79,0,0,11.260355,9.524,9.126
4179,G,0,9.56,9.14,0,0,9.028041,8.275,7.985
4180,G,0,9.82,9.3,0,0,9.187097,8.269,7.965
4181,B,0,12.2,12.16,0,0,11.592094,10.514,10.109
4182,O,0,0,0,0,0,17.44985,9.04,5.139
4183,K,0,12.24,10.94,0,0,10.479071,8.621,7.796
4184,M,0,12.71,11.13,0,0,10.780624,9.081,8.458
4185,A,0,11.04,10.81,0,0,10.681582,10.132,9.983
4186,O,0,0,0,0,0,20.335548,12.569,0
4187,M,0,0,0,11.04,0,9.940189,6.416,5.04
4188,G,0,9.57,8.97,0,0,8.837887,7.888,7.621
4189,A,0,10.937,10.439,10.228,9.348,10.250126,9.372,9.074
4190,G,0,17.9,0,0,0,0,0,0
